ad_id,광고주,구분,이미지파일명,이미지URL,소재유형,보종,소구포인트,요약,광고텍스트,광고시작일,광고종료일,광고상세URL,수집일,최초발견일,상태,운영일수,레이아웃,인물노출,제품노출,텍스트밀도,제작방식,비주얼스타일,퍼널단계,오퍼,긴급성
6ed0c1872a902272717867bb279f0082,삼성화재 다이렉트 착,경쟁사,6ed0c1872a902272717867bb279f0082.jpg,https://lh3.googleusercontent.com/d/1CUmZVlh6zhhY3i6tUpwz-RjSMKNTrMgd,특약,펫보험,대비유도,수술당일 의료비 실속 펫보험,"수술 당일 의료비만 딱! 실속있게 보장받는
착한펫보험

우리 막내 의료비 부담 덜고싶다면
미리 확인해보세요 (특약)

반려견의료비(치과및구강질환포함)(수술당일)(특약)
*질병의 경우 가입 31일 이후 보장
(질병에 따라 기간 상이, 약관에 따라 보장)

손해협회보험 심의필
제180096호(2026.06.04~2027.06.03)",2026-06-25,2026-07-12,https://www.facebook.com/ads/library/?id=1627810668294701,2026-07-11,2026-07-01,종료,91,,,,,,,,,
6efbbb7f4cc5f7519c5ce29c2abc3d16,라이나생명,경쟁사,6efbbb7f4cc5f7519c5ce29c2abc3d16.jpg,https://lh3.googleusercontent.com/d/1uO1Gg1NlrFYZQosBlBL4MgWesbCQh92t,특약,암보험,대비유도,미세잔존암 검사비 10년 보장 특약,"전이와 재발의 원인이 되는 미세잔존암,
최대 10년간 검사비 보장으로 대비해요 (특약) 🙌

지금 바로 건강보험료 간편 확인 ▶️

(무)새로담는건강보험
* 암생존지원 : 가입 후 91일부터 보장 개시. 보험기간 중 암보장개시일 이후에 암으로 최초 진단확정된 날을 최초로 하여 매 1년마다 도래하는 진단확정일에 생존한 경우 (단, 최초 진단확정일부터 최대 10년간, 매년 1회한도(지급횟수 기준 최대 10회))
*계약 체결 전 상품설명서 및 약관 참조
*기존 계약 해지 후 신계약을 체결시 보험인수가 거절되거나 보험료가 인상되거나 보장내용이 달라질 수 있음

생명보험협회 심의필 제2026-05518호(2026-06-15~2027-06-14)
M.LINA.CO.KR
보험료 계산하기
라이나생명 (무)새로담는건강보험",2026-07-07,2026-07-22,https://www.facebook.com/ads/library/?id=1001182905869244,2026-07-21,2026-07-07,종료,79,,,,,,,,,
6f138125e8ec687211baa556c6be62aa,현대해상 다이렉트,경쟁사,6f138125e8ec687211baa556c6be62aa.jpg,https://lh3.googleusercontent.com/d/16enoWfSdvwet4K9Y8PzPnxRYaxvFk1iI,특약,주택화재,대비유도,이웃집 화재배상책임 특약 보장,"우리집에서 시작된 화재 이웃집까지 번진다면...?

현대해상 다이렉트 주택화재보험으로
이웃집 화재 피해 보장!
(화재배상책임 특약 가입 시, 보험가입금액 한도 내 실손보상)

#현대해상주택화재보험
#아파트화재보험
#다이렉트주택화재보험
#현대해상다이렉트주택화재보험
다이렉트 H주택화재보험
지금 바로 확인해보기!",2026-06-02,2026-07-08,https://www.facebook.com/ads/library/?id=1520970602828810,2026-07-07,2026-07-06,종료,114,,,,,,,,,
6f1f51a0adea1803fc9c273e4ac90b3b,펫퍼민트,경쟁사,6f1f51a0adea1803fc9c273e4ac90b3b.jpg,https://lh3.googleusercontent.com/d/11hKouVngzmy1uFd2YT8HtSB6dlDQ-h43,브랜딩,펫보험,상품신뢰,국내 1위 메리츠 펫보험 포인트 혜택,"국내 1위 메리츠 펫보험!
신규 가입 고객 대상 네이버페이 포인트 최대 3만원 지급
(월 3만원 이상 가입, 2회차 보험료 납입 시)

🎉 가입건수 13만 돌파! (18~25년 계약건수 기준)
👑 6년 연속 1위 유지 (18~23년 원수보험료 기준)
📇 국내최초 현장청구 (전국 600여개 제휴병원)
📱 보험료만 선택하세요! 간편한 온라인 가입

💜이번 달 가입 혜택 꼭 확인해 보세요💜

준법감시인 심의필 제2026-광고-676호(2026.03.30~2027.03.29)
MSTORE.MERITZFIRE.COM
메리츠화재 펫보험
보험료 알아보기",2026-08-20,2026-09-11,https://www.facebook.com/ads/library/?id=1080983047799423,2026-09-10,2026-08-24,종료,35,,,,,,,,,
6f42759b037e8faf419e007260f4f0af,한화손보 TM,경쟁사,6f42759b037e8faf419e007260f4f0af.jpg,https://lh3.googleusercontent.com/d/1Ozn1Cfx3Ykz-eCxBtXoh5uvceEv5yywE,브랜딩,종합보험,가입유도,카카오톡 간편 보험 상담,"보험 상담 전화가 부담스럽다면, 톡으로 간편하게 상담 받아보세요!한화손보 전문상담원이 친절히 도와드립니다!
간편하게 보험료 알아보기
한화 더건강한 한아름종합보험",2026-08-26,,https://www.facebook.com/ads/library/?id=1075579251671631,2026-09-24,2026-08-24,운영중,29,,,,,,,,,
6f4a42dcbf1562ffd41653ea470ad6e7,AXA 손해보험,경쟁사,6f4a42dcbf1562ffd41653ea470ad6e7.jpg,https://lh3.googleusercontent.com/d/1EbMthiZ8Yopqo7PiVjlOJhDGbVfyMzPV,브랜딩,기타,가입유도,AXA×리버풀 FC 댓글 이벤트,"AXA손해보험 x 리버풀 FC(@liverpoolfc)

SWEAT TO GLORY
땀방울이 영광이 되기까지 💦✨

26/27 시즌의 막이 오른 리버풀 FC! 🔥
새로운 시즌을 향한 리버풀 FC 선수들의
뜨거운 여정도 시작되었습니다.

경기를 앞두고 몸을 끌어올리는 워밍업부터
집중력 넘치는 훈련 모습까지,
최상의 플레이를 위해 준비하는 선수들의 순간을 만나보세요!

경기장에서 최고의 컨디션과 경기력을 보여주기 위해,
보이지 않는 곳에서도 선수들의 땀과 노력은 계속됩니다.

보이지 않는 훈련의 순간까지 모든 여정을 함께하는
리버풀 FC 공식 글로벌 트레이닝 파트너 — AXA

⚽리버풀 FC 댓글 이벤트
리버풀 FC 선수들의 멋진 경기력 뒤에는
치열한 훈련과 준비의 시간이 쌓여 있습니다.
리버풀 FC 공식 글로벌 트레이닝 파트너 AXA는
선수들의 훈련과 준비의 여정을 함께하고 있는데요!

26/27 시즌 리버풀 FC의 첫 경기에서 선수들의
훈련과 준비가 가장 빛났던 순간을 댓글로 알려주세요!

📌 이벤트 참여방법
1. AXA손해보험 공식 계정(@axa_korea) 팔로우
2. 해당 게시물에 좋아요 누르기
3. 26/27 시즌 첫 경기에서 훈련과 준비가 가장 빛났던 순간을 댓글로 남기기

AXA 공식 계정 팔로우하고 +친구 태그하면 당첨확률 UP!

📌 이벤트 기간: 9/1(화) ~ 9/7(월)
📌 당첨자 발표: 9/11(금), 댓글 및 개별 DM 안내
📌 경품: 배달의민족 모바일 상품권 2만원권 (10명)

* 본 이벤트 경품은 AXA손해보험에서 지급합니다.
* 이벤트 및 경품 내용은 내부 사정에 따라 사전 공지 없이 변경되거나 종료될 수 있습니다.
* 당첨자는 참여조건(팔로우 + 게시물 좋아요 + 댓글)을 충족한 참여자 중 랜덤 추첨 됩니다.
INSTAGRAM.COM
AXA손해보험 (@axa_korea) • Instagram photos and videos
See Details

INSTAGRAM.COM
AXA손해보험 (@axa_korea) • Instagram photos and videos
See Details

INSTAGRAM.COM
AXA손해보험 (@axa_korea) • Instagram photos and videos
See Details

INSTAGRAM.COM
AXA손해보험 (@axa_korea) • Instagram photos and videos
See Details

INSTAGRAM.COM
AXA손해보험 (@axa_korea) • Instagram photos and videos
See Details

INSTAGRAM.COM
AXA손해보험 (@axa_korea) • Instagram photos and videos
See Details

INSTAGRAM.COM
AXA손해보험 (@axa_korea) • Instagram photos and videos
See Details

INSTAGRAM.COM
AXA손해보험 (@axa_korea) • Instagram photos and videos",2026-09-02,2026-09-09,https://www.facebook.com/ads/library/?id=4569238226628754,2026-09-07,2026-09-02,종료,22,,,,,,,,,
6f4be0a4210cfed6cbbe783ca8312d15,삼성화재 다이렉트 착,경쟁사,6f4be0a4210cfed6cbbe783ca8312d15.jpg,https://lh3.googleusercontent.com/d/1D2G4aa7gQqKKTfcJ9ikik2EB3ECsbIFC,특약,주택화재,시즌이슈,여름철 누수 대비 급배수시설 특약,"우리집이 구축 아파트라면?

누수 생기기 쉬운 덥고 눅눅한 여름철,
급배수시설누출손해(특약)
미리 준비하세요👍

*급배수 시설의 누수로 발생한 직접 손해를 보험금액 한도 내에서 보상 (자기부담금 10%, 가입 후 90일 째부터 보장)

손해보험협회 심의필 제179771호
(2026.06.01~2027.05.31)",2026-07-02,2026-07-10,https://www.facebook.com/ads/library/?id=27901866116077812,2026-07-10,2026-07-06,종료,84,,,,,,,,,
6f586fa3025b3c3a7340317fc939bafe,펫퍼민트,경쟁사,6f586fa3025b3c3a7340317fc939bafe.jpg,https://lh3.googleusercontent.com/d/1_RRWRq4dAtyNdv_4Afd8oLbbAeCTySFl,브랜딩,펫보험,상품신뢰,국내1위 메리츠 펫보험 가입혜택,"국내 1위 메리츠 펫보험!
신규 가입 고객 대상 네이버페이 포인트 최대 3만원 지급
(월 3만원 이상 가입, 2회차 보험료 납입 시)

🎉 가입건수 13만 돌파! (18~25년 계약건수 기준)
👑 6년 연속 1위 유지 (18~23년 원수보험료 기준)
📇 국내최초 현장청구 (전국 600여개 제휴병원)
📱 보험료만 선택하세요! 간편한 온라인 가입

💜이번 달 가입 혜택 꼭 확인해 보세요💜

준법감시인 심의필 제2026-광고-676호(2026.03.30~2027.03.29)
MSTORE.MERITZFIRE.COM
메리츠화재 펫보험
보험료 알아보기",2026-09-15,,https://www.facebook.com/ads/library/?id=1587962299745929,2026-09-24,2026-09-16,운영중,9,,,,,,,,,
6f6367f7aaed27e85a11e18d576f15be,AIA생명,경쟁사,6f6367f7aaed27e85a11e18d576f15be.jpg,https://scontent-sjc6-1.xx.fbcdn.net/v/t39.35426-6/658133656_2242710133338592_4310805404665758704_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=TpoB-rs5Ge0Q7kNvwFUP5Ur&_nc_oc=Adqryrs4kl-Z1v1nPCx0LB2hmyLAEYYaCLXAq6nGLy55RmI97K1wygGDxlh1jelhRHg&_nc_zt=14&_nc_ht=scontent-sjc6-1.xx&_nc_gid=RyCv2yiqwJiNPT5lJxeHEw&_nc_ss=7f289&oh=00_Af8uOpVojbDULKVObpeJlkJW8HRX8nwyR2jX-0j6_DLOMA&oe=6A342329,기타,기타,상품신뢰,수면 눈보호 나이트렌즈 안경,"최고의 회복은 결국 '수면'입니다 ⚽️

📊 국내 유일 블루라이트 그린라이트 100% 차단
🛡️ 밤에 수면호르몬 억제하는 인공 빛으로부터 완벽한 보호
😴 이를 통한 수면의 질 향상
⚡️ 다음날 에너지 증가
🇰🇷 국가대표 선수들이 실제로 착용하는 브랜드

완벽한 눈 보호. 수면의 질 향상. 개성있는 스타일.

이 3가지가 결합된 축구선수 필수 수면 안경,
루시에르 나이트 렌즈는 수면과 눈을 보호하는 '자산'입니다.

#루시에르 #나이트렌즈 #국가대표수면안경",2026-03-31,2026-06-16,https://www.facebook.com/ads/library/?id=1258339003101413,2026-06-14,2026-06-14,종료,176,,,,,,,,,
6f641d0190f5632a346ab4635afd4390,라이나생명,경쟁사,6f641d0190f5632a346ab4635afd4390.jpg,https://lh3.googleusercontent.com/d/1hdyjj-fJQ1WVhl4UZQmcLMcUysGUbOxK,비갱신,종합보험,대비유도,실비 없어도 비갱신 수술비 보장,"실비보험 안 들었는데 갑자기 수술할 일 생기면 어떡하지?😥

실비 보험이 없어도 대장/위 용종, 백내장부터 그 외 질병 수술비까지 라이나에서 비갱신으로 든든하게 보장해 드립니다❗(특약)

(무)새로담는건강보험
*질병마다 1회 한도, 단 365일 경과후 동일한 질병으로 수술시 보장
*가입 첫 날 부터 보장 개시(가입 후 1년 이내 50% 보장)
*계약 체결 전 상품설명서 및 약관 참조
*기존 계약 해지 후 신계약을 체결 시 보험인수가
거절되거나 보험료가 인상되거나 보장내용이 달라질 수
있음

생명보험협회 심의필 제2026-02993호 (2026-04-09 ~ 2027-04-08)
M.LINA.CO.KR
보험료 계산하기
라이나생명 건강보험",2026-07-31,,https://www.facebook.com/ads/library/?id=1753926919267573,2026-09-24,2026-08-24,운영중,55,,,,,,,,,
6f6f5887795a0994d986b55e56da2443,라이나생명,경쟁사,6f6f5887795a0994d986b55e56da2443.jpg,https://lh3.googleusercontent.com/d/1P6TVe0Oo-qw0dmta-E-tgPnSDn8eovno,특약,암보험,대비유도,진단비 넘어 암치료비까지 보장,"암 진단비만으로 암 보장 대비 충분할까요? 🥲

생활비, 간병비로 진단비 대부분이 지출되는 현실
치료비 보장 보완이 필요해요!

라이나생명 다이렉트 암보험 암치료비 플랜은
중입자, 양성자 치료(특약)까지 든든하게 보장🙆

지금 바로 확인해보세요


라이나생명 다이렉트 (무)라이나다이렉트암보험(해약환급금미지급형Ⅱ) 암치료비플랜
*해약환급금미지급형 Ⅱ:납입기간 중 계약 중도 해지 시 해약환급금 없음
*가입 후 91일부터 보장. 가입 후 1년 이내 50% 보장
*100세 만기형 가입시 최대 100세까지 보장 가능
*중입자치료비, 양성자치료비 각 최초 1회 한도 지급
*계약 체결 전 상품 설명서 및 약관 참조
*기존 계약 해지 후 신계약 체결 시 보험인수가 거절되거나 보험료가 인상되거나 보장 내용이 달라질 수 있음

생명보험협회 심의필 제2026-05270호 (2026-06-11 ~ 2027-06-10)
최신 항암치료 보장받고싶다면?
라이나생명 다이렉트 암보험",2026-06-16,2026-06-30,https://www.facebook.com/ads/library/?id=1012403071440739,2026-06-30,2026-06-17,종료,100,,,,,,,,,
6f732efd11662ff14de46c569557f8be,한화손보 TM,경쟁사,6f732efd11662ff14de46c569557f8be.jpg,https://lh3.googleusercontent.com/d/1hYlIIH6dUHWY9xs6L8h8-vPohU9sQLmI,브랜딩,여성보험,상품신뢰,여성 맞춤 시그니처 여성건강보험,"여성보험의 시그니처! 여성의 몸과 마음을 고려한 한화 시그니처 여성건강보험! 지금 보장내용 확인하고 보험료 계산까지
간편하게 보험료 알아보기
한화 시그니처 여성건강보험",2026-06-22,2026-07-03,https://www.facebook.com/ads/library/?id=4386713144917668,2026-07-02,2026-06-13,종료,94,,,,,,,,,
6f8665974ce8582e441cc3b6387c7fe2,한화생명,경쟁사,6f8665974ce8582e441cc3b6387c7fe2.jpg,https://lh3.googleusercontent.com/d/1G9HLoFxp0YSk0Tw3QgdHOkBVcUiGnPT7,기타,보장분석,가입유도,전화상담 상품권 이벤트,"준다는데 받아야지!
전화상담만 받아도 상품권 당첨👏

*보험계약 체결 전 상품설명서 및 약관 참고
*기존 계약 해지 후 신계약 체결 시 보험인수 거절, 보험료 인상 등 보장내용이 달라질 수 있음
준법감시인 확인필 CP 26-05-019 (26.05.18~27.05.17)
한화생명 보험 리모델링",2026-06-04,2026-07-14,https://www.facebook.com/ads/library/?id=994685932947818,2026-07-13,2026-06-14,종료,112,,,,,,,,,
6fdaad64c258827c30f1d5c1671e426d,KB손해보험 다이렉트,경쟁사,6fdaad64c258827c30f1d5c1671e426d.jpg,https://lh3.googleusercontent.com/d/1TnUkQ0n3pteoP3msCu-IL6J_r0lD8bAn,특약,종합보험,가입유도,5세대 실손보험 간편가입,"📢 5세대 실손보험!
병원 이용이 적다면, 5세대 가입 고려해보세요!

KB실손보험 복잡한 가입은 NO!
다이렉트로 간편가입✔️

손해보험협회 심의필 제181408호(2026.06.17~2027.06.16)

#KB손해보험 #KB손해보험다이렉트 #KB다이렉트
#KB다이렉트실손보험  #KB손해보험실손보험
#KB손해보험실손다이렉트 #KB다이렉트실비
#실손보험 #실비보험 #실손 #KB실손 #KB실비
#케이비실손 #5세대실손
HTTPS://M.KBINSURE.CO.KR",2026-06-18,2026-08-24,https://www.facebook.com/ads/library/?id=1536562497873832,2026-07-26,2026-06-19,종료,98,,,,,,,,,
7030f389946c8ceb0f390b49912554ca,펫퍼민트,경쟁사,7030f389946c8ceb0f390b49912554ca.jpg,https://lh3.googleusercontent.com/d/1XgqYjT4cwsCGJIB2MpegyFSyuE6QHNct,브랜딩,펫보험,상품신뢰,국내 1위 메리츠 펫보험,"국내 1위 메리츠 펫보험!
신규 가입 고객 대상 네이버페이 포인트 최대 3만원 지급
(월 3만원 이상 가입, 2회차 보험료 납입 시)

🎉 가입건수 13만 돌파! (18~25년 계약건수 기준)
👑 6년 연속 1위 유지 (18~23년 원수보험료 기준)
📇 국내최초 현장청구 (전국 600여개 제휴병원)
📱 보험료만 선택하세요! 간편한 온라인 가입

💜이번 달 가입 혜택 꼭 확인해 보세요💜

준법감시인 심의필 제2026-광고-676호(2026.03.30~2027.03.29)
MSTORE.MERITZFIRE.COM
메리츠화재 펫보험
보험료 알아보기",2026-08-20,2026-09-07,https://www.facebook.com/ads/library/?id=915027524500174,2026-09-07,2026-08-27,종료,35,,,,,,,,,
70318025e5b0601096a1dec41311a5b2,한화손보 TM,경쟁사,70318025e5b0601096a1dec41311a5b2.jpg,https://lh3.googleusercontent.com/d/1UAue4_s0dZin98o9cA2d0RpzLXqABQFN,비갱신,종합보험,경제적혜택,보험료 그대로 100세까지 한아름종합보험,"종합보험 하나로 든든하게! 100세까지 보험료 오르지 않는 한화 한아름종합보험(비갱신형, 100세만기 가입시)
간편하게 보험료 알아보기
한화 더건강한 한아름종합보험",2026-06-04,2026-07-03,https://www.facebook.com/ads/library/?id=1282679690683663,2026-07-02,2026-06-17,종료,112,,,,,,,,,
703a3d78902c9848c19ae3d02b062982,KB손해보험 다이렉트,경쟁사,703a3d78902c9848c19ae3d02b062982.jpg,https://lh3.googleusercontent.com/d/1xnXdx-Ibuic7PNmFhvGOsIwgQtJ-Jl-B,,,,,"📢 5세대 실손보험!
내 보험 세대전환이 고민된다면?

다이렉트니까 연휴에도
24시간 간편하게 가입✔️

손해보험협회 심의필 제188147호(2026.08.31~2027.08.30)

#KB손해보험 #KB손해보험다이렉트 #KB다이렉트 #KB다이렉트실손보험  #KB손해보험실손보험 #KB손해보험실손다이렉트 #KB다이렉트실비 #실손보험 #실비보험 #실손 #KB실손 #KB실비 #케이비실손 #5세대실손
HTTPS://M.KBINSURE.CO.KR",2026-09-23,,https://www.facebook.com/ads/library/?id=2263019604538338,2026-09-24,2026-09-24,신규,1,,,,,,,,,
705ff68d03863dbe3aff77ac8a4b7f73,한화손보 TM,경쟁사,705ff68d03863dbe3aff77ac8a4b7f73.jpg,https://lh3.googleusercontent.com/d/1d85GznINgtBxXvJppvlO97vYxgSEHjze,브랜딩,여성보험,가입유도,카카오톡 간편 여성보험 상담,"보험 상담 전화가 부담스럽다면, 톡으로 간편하게 상담 받아보세요!한화손보 전문상담원이 친절히 도와드립니다!
간편하게 보험료 알아보기
한화 시그니처 여성 건강보험",2026-08-26,,https://www.facebook.com/ads/library/?id=1095299699740659,2026-09-24,2026-08-24,운영중,29,,,,,,,,,
706b20f9cdc3cf93e1215f178e990fcb,DB 손해보험,경쟁사,706b20f9cdc3cf93e1215f178e990fcb.jpg,https://lh3.googleusercontent.com/d/1h4K1gCQK6Fes2sxFB-5tvCiMbfdlFD02,특약,간병인보험,정서유도,간병인 사용 입원일당 특약,"아플 때, 마음 편히 쉴 수 있도록
DB손해보험 간병인 사용 입원일당 특약 알아보세요!
손해보험협회 심의필 제186542호 (2026.08.10~2027.08.09)
DBDIRECT-EVENT.CO.KR
나와 가족을 위한 간병비 플랜!",2026-08-24,2026-09-10,https://www.facebook.com/ads/library/?id=993249793732910,2026-09-09,2026-09-02,종료,31,,,,,,,,,
706c5ac40de25d820f855f1fbd8d3963,삼성화재 다이렉트 착,경쟁사,706c5ac40de25d820f855f1fbd8d3963.jpg,https://lh3.googleusercontent.com/d/1if0vJR-rjGGCqaHjRbyzUH7LFNVyDijg,특약,펫보험,대비유도,슬개골탈구 수술비 특약 보장,"견주들의 고민 ‘슬개골 탈구’
한번쯤 걱정되셨다면?

수술 당일 의료비만 딱! 실속있게 보장받는
착한펫보험 미리 확인해보세요 (특약)

반려견의료비(치과및구강질환포함)(수술당일)(특약)
*질병의 경우 가입 31일 이후 보장
*슬관절탈구, 고관절탈구, 슬관절형성부전, 고관절형성부전 및 유사 질병은 1년간 보장 제외

손해협회보험 심의필
제180096호(2026.06.04~2027.06.03)",2026-06-10,2026-06-30,https://www.facebook.com/ads/library/?id=1621270118941618,2026-06-30,2026-06-14,종료,106,,,,,,,,,
70b89249981e4a18bf5261205c315ade,DB손해보험다이렉트,경쟁사,70b89249981e4a18bf5261205c315ade.jpg,https://lh3.googleusercontent.com/d/11NWsFEbAQes7NPJuEo_djC6M_UCnwcLT,특약,자동차보험,상품신뢰,보행자 사고 변호사 자문 지원,"DB 다이렉트 보행자 사고 변호사 자문 비용 지원 특약 (25.08.21일 이후 책임개시계약)
🎉 한문철 변호사 X DB 다이렉트 국내 최초 특약 🎉
DB 다이렉트 보행자 사고 변호사 자문 비용 지원 특약 (25.08.21일 이후 책임개시계약)",2026-09-08,2026-09-15,https://www.facebook.com/ads/library/?id=1073227495302240,2026-09-14,2026-09-13,종료,16,,,,,,,,,
71344dbc4475814232f72133914c7f06,라이나생명,경쟁사,71344dbc4475814232f72133914c7f06.jpg,https://lh3.googleusercontent.com/d/1gis3l3S9SUCVjVxUDKCPn-8SWj7EBmwr,특약,암보험,대비유도,가입 첫날 100% 보장 암보험,"🚩감액/면책기간 기다리지 마세요
가입하는 첫날 100% 보장 개시!

갑자기 찾아오는 암이라도
라이나에서 신속 보장 개시 받아요

(무)첫날부터암보험(갱신형)
*가입 첫날부터 보장 개시
*10년 만기, 갱신 시 최대 100세까지 보장 가능
*갱신 시 보험료가 인상될 수 있음
*계약 체결 전 상품 설명서 및 약관 참조
*기존 계약 해지 후 신계약 체결 시 보험인수가 거절되거나 보험료가 인상되거나 보장 내용이 달라질 수 있음

생명보험협회 심의필 제2026-04585호 (2026-05-21 ~ 2027-05-20)
M.LINA.CO.KR
보험료 간편 확인!
라이나(무)첫날부터암보험(갱신형)",2026-06-08,2026-06-18,https://www.facebook.com/ads/library/?id=2868023350214391,2026-06-17,2026-06-14,종료,108,,,,,,,,,
715a88eeadcc2b147279f72502fdd03b,AIA생명,경쟁사,715a88eeadcc2b147279f72502fdd03b.jpg,https://scontent-sin6-1.xx.fbcdn.net/v/t39.35426-6/694253218_918470174554955_7948556098472981229_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=RIbrF2jF688Q7kNvwEuxllL&_nc_oc=AdoJDLYR79Gz-gcd5xxQp0TFQ57TCkC20weSLjjfiH3ScELHyOT-tEzP54YR8KIs2rg&_nc_zt=14&_nc_ht=scontent-sin6-1.xx&_nc_gid=CIKwSBN-dAC-EG9a8LzY1g&_nc_ss=7f289&oh=00_Af8bpNFc-IyZ6S1EldiMKcUYxXvY_pM6gJ4AILVNVtNP8Q&oe=6A349BB4,특약,종합보험,대비유도,위 대장 용종 수술비 첫날부터 보장,"AIA생명은 위, 대장 용종 제거 수술비도 첫날부터 보장!
(특약, 연간 1회한, 1년 이내 수술 시 50% 지급)

*생명보험협회 심의필 제 2025-06114호 (2025-09-16 ~ 2026-09-15)

*갱신 시 보험료가 인상될 수 있음
*주계약 및 갱신형 특약의 보험기간은 10년 만기로, 최초 가입 후 10년 마다 갱신을 통해 최대 100세까지 보장
*보험계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다
*보험계약자가 기존 보험계약을 해지하고, 새로운 보험계약을 체결할 경우 인수거절, 보험료 인상, 보장내용 축소 등 불이익이 생길 수 있습니다
*이 보험계약은 예금자보호법에 따라 해약환급금(또는 만기 시 보험금)에 기타지급금을 합한 금액이 1인당 “1억원까지”(본 보험회사의 여타 보호상품과 합산) 보호됩니다.
이와 별도로 본 보험회사 보호상품의 사고보험금을 합산한 금액이 1인당 “1억원까지” 보호됩니다.
다만, 보험계약자 및 보험료납부자가 법인인 보험계약의 경우에는 보호되지 않습니다.
HTTPS://SALES.HR.AIA.CO.KR
(무) AIA 원스톱 종합건강보험
내 보험료 바로 알아보기",2026-05-07,2026-06-15,https://www.facebook.com/ads/library/?id=1762129361346933,2026-06-15,2026-06-14,종료,139,,,,,,,,,
7163e5da37171af2848149ed4b82adf3,라이나생명,경쟁사,7163e5da37171af2848149ed4b82adf3.jpg,https://lh3.googleusercontent.com/d/1XvpezYUWz6kX_MqBttDBppIcDWfSgxxz,특약,암보험,대비유도,암 재진단도 최대 8회 보장,"암에 또 걸려도, 또 보장?😮
암 진단비, 치료비를 세부부위별로
각각 최대 8회까지 보장해드려요!(특약)

(무)새로담는건강보험
*가입 후 91일부터 보장, 1년 이내 50% 보장. 약관상의 부위별 최초 1회 보장
*계약 체결 전 상품설명서 및 약관 참조
*기존 계약 해지 후 신계약을 체결시 보험인수가 거절되거나 보험료가 인상되거나 보장내용이 달라질 수 있음

생명보험협회 심의필 제2026-07064호 (2026-07-30 ~ 2027-07-29)
M.LINA.CO.KR
보험료 간편 확인!
라이나생명 (무)새로담는건강보험",2026-08-21,2026-09-03,https://www.facebook.com/ads/library/?id=1751534649475315,2026-09-02,2026-08-27,종료,34,,,,,,,,,
7191c8045828e9c1bafdd048826318ee,AXA 손해보험,경쟁사,7191c8045828e9c1bafdd048826318ee.jpg,https://lh3.googleusercontent.com/d/1VHk89rTau642zRrxUM7rOe7VJfl5c8eC,브랜딩,종합보험,상품신뢰,국가서비스대상 7년연속 수상 종합보험,"🏅AXA손해보험, 2026 국가서비스대상 수상🏅
‘종합보험 부문’ 보험사 최초 7년 연속 수상

AXA손해보험의 (무)AXA올인원종합보험(갱신형)이
2026 국가서비스대상 종합보험 부문에서
7년 연속 수상하는 영예를 안았습니다! 👏

✔ (무)AXA올인원종합보험(갱신형)
- 필요한 보장을 특약으로 유연하게 설계 가능
- 개인 상황에 맞춘 맞춤형 보장 구성
- 하나의 상품으로 다양한 리스크를 폭넓게 대비

이처럼 폭넓은 보장과 고객 중심의 설계 경쟁력을 인정받아
7년 연속 수상이라는 뜻깊은 성과를 이어갈 수 있었습니다!

고객 여러분의 신뢰와 선택 덕분에 이룬 7년 연속 수상인 만큼,
AXA손해보험은 앞으로도 고객의 일상과 미래를 함께하는
라이프파트너로서 발전해 나가도록 하겠습니다!😊

[보험계약시 알아두실 사항]
AXA손해보험은 해당 상품에 대해 충분히 설명할 의무가 있으며, 가입자는 가입에 앞서 이에 대한 충분한 설명을 받으시기 바랍니다. 이 보험계약은 예금자보호법에 따라 해약환급금(또는 만기 시 보험금)에 기타지급금을 합한 금액이 1인당 “1억원까지”(본 보험회사의 여타 보호상품과 합산)보호됩니다. 이와 별도로 본 보험회사 보호상품의 사고보험금을 합산한 금액이 1인당 “1억원까지” 보호됩니다. 다만, 보험계약자 및 보험료납부자가 법인인 보험계약의 경우에는 보호되지 않습니다. 보험계약자가 기존에 체결했던 보험계약을 해지하고 다른 보험계약을 체결하면 보험인수가 거절되거나 보험료가 인상되거나 보장내용이 달라질 수 있습니다. 또한 지급한도, 면책사항 등에 따라 보험금 지급이 제한될 수 있습니다. 보험계약 체결 전 상품설명서 및 약관을 읽어 보시기 바랍니다.
준법감시인 확인필검-260624-마케팅팀-279(2026.06.24~2027.06.23)",2026-06-24,2026-07-02,https://www.facebook.com/ads/library/?id=2899379553565837,2026-07-01,2026-06-25,종료,92,,,,,,,,,
